CRE;SECTION;CANDIDATURE;GENRE;EFFECTIF
Sfax 1;sciences expérimentales;Libre;F;8
Sfax 1;sciences expérimentales;Libre;M;50
Sfax 1;économie&gestion;Public;F;580
Sfax 1;économie&gestion;Public;M;1171
Sfax 1;économie&gestion;Privé;F;403
Sfax 1;économie&gestion;Privé;M;360
Sfax 1;économie&gestion;Libre;F;37
Sfax 1;économie&gestion;Libre;M;53
Sfax 1;sciences techniques;Public;F;540
Sfax 1;sciences techniques;Public;M;225
Sfax 1;sciences techniques;Privé;F;107
Sfax 1;sciences techniques;Privé;M;39
Sfax 1;sciences techniques;Libre;F;25
Sfax 1;sciences techniques;Libre;M;13
Sfax 1;sciences de l'informatique;Public;F;149
Sfax 1;sciences de l'informatique;Public;M;68
Sfax 1;sciences de l'informatique;Privé;F;52
Sfax 1;sciences de l'informatique;Privé;M;13
Sfax 1;sciences de l'informatique;Libre;F;3
Sfax 1;sciences de l'informatique;Libre;M;1
Sfax 1;sport;Public;F;58
Sfax 1;sport;Public;M;53
Sfax 1;sport;Libre;F;2
Sfax 1;sport;Libre;M;1
Sfax 2;lettres;Public;F;97
Sfax 2;lettres;Public;M;395
Sfax 2;lettres;Privé;F;10
Sfax 2;lettres;Privé;M;9
Sfax 2;lettres;Libre;F;6
Sfax 2;lettres;Libre;M;27
Sfax 2;mathématiques;Public;F;202
Sfax 2;mathématiques;Public;M;182
Sfax 2;mathématiques;Libre;F;3
Sfax 2;mathématiques;Libre;M;4
Sfax 2;sciences expérimentales;Public;F;192
Sfax 2;sciences expérimentales;Public;M;739
Sfax 2;sciences expérimentales;Libre;F;6
Sfax 2;sciences expérimentales;Libre;M;45
Sfax 2;économie&gestion;Public;F;465
Sfax 2;économie&gestion;Public;M;897
Sfax 2;économie&gestion;Privé;F;74
Sfax 2;économie&gestion;Privé;M;41
Sfax 2;économie&gestion;Libre;F;20
Sfax 2;économie&gestion;Libre;M;44
Sfax 2;sciences techniques;Public;F;390
Sfax 2;sciences techniques;Public;M;158
Sfax 2;sciences techniques;Libre;F;11
Sfax 2;sciences techniques;Libre;M;4
Sfax 2;sciences de l'informatique;Public;F;87
Sfax 2;sciences de l'informatique;Public;M;41
Sfax 2;sciences de l'informatique;Libre;F;4
Sfax 2;sciences de l'informatique;Libre;M;3
Mahdia;lettres;Public;F;95
Mahdia;lettres;Public;M;578
Mahdia;lettres;Privé;F;36
Mahdia;lettres;Privé;M;75
Mahdia;lettres;Libre;F;10
Mahdia;lettres;Libre;M;38
Mahdia;mathématiques;Public;F;89
Mahdia;mathématiques;Public;M;145
Mahdia;mathématiques;Libre;F;2
Mahdia;mathématiques;Libre;M;4
Mahdia;sciences expérimentales;Public;F;134
Mahdia;sciences expérimentales;Public;M;587
Mahdia;sciences expérimentales;Libre;F;4
Mahdia;sciences expérimentales;Libre;M;23
Mahdia;économie&gestion;Public;F;321
Mahdia;économie&gestion;Public;M;801
Mahdia;économie&gestion;Privé;F;85
Mahdia;économie&gestion;Privé;M;103
Mahdia;économie&gestion;Libre;F;12
Mahdia;économie&gestion;Libre;M;23
Mahdia;sciences techniques;Public;F;330
Mahdia;sciences techniques;Public;M;286
Mahdia;sciences techniques;Privé;F;25
Mahdia;sciences techniques;Privé;M;11
Mahdia;sciences techniques;Libre;F;10
Mahdia;sciences techniques;Libre;M;7
Mahdia;sciences de l'informatique;Public;F;97
Mahdia;sciences de l'informatique;Public;M;72
Mahdia;sciences de l'informatique;Libre;F;5
Mahdia;sciences de l'informatique;Libre;M;5
Mahdia;sport;Public;F;19
Mahdia;sport;Public;M;33
Kairouan;lettres;Public;F;214
Kairouan;lettres;Public;M;932
Kairouan;lettres;Privé;F;137
Kairouan;lettres;Privé;M;169
Kairouan;lettres;Libre;F;20
Kairouan;lettres;Libre;M;73
Kairouan;mathématiques;Public;F;105
Kairouan;mathématiques;Public;M;123
Kairouan;mathématiques;Privé;F;24
Kairouan;mathématiques;Privé;M;13
Kairouan;mathématiques;Libre;F;4
Kairouan;mathématiques;Libre;M;6
Kairouan;sciences expérimentales;Public;F;184
Kairouan;sciences expérimentales;Public;M;850
Kairouan;sciences expérimentales;Privé;F;39
Kairouan;sciences expérimentales;Privé;M;98
Kairouan;sciences expérimentales;Libre;F;13
Kairouan;sciences expérimentales;Libre;M;37
Kairouan;économie&gestion;Public;F;609
Kairouan;économie&gestion;Public;M;1304
Kairouan;économie&gestion;Privé;F;195
Kairouan;économie&gestion;Privé;M;153
Kairouan;économie&gestion;Libre;F;29
Kairouan;économie&gestion;Libre;M;56
Kairouan;sciences techniques;Public;F;444
Kairouan;sciences techniques;Public;M;362
Kairouan;sciences techniques;Privé;F;64
Kairouan;sciences techniques;Privé;M;27
Kairouan;sciences techniques;Libre;F;22
Kairouan;sciences techniques;Libre;M;30
Kairouan;sciences de l'informatique;Public;F;135
Kairouan;sciences de l'informatique;Public;M;100
Kairouan;sciences de l'informatique;Privé;F;15
Kairouan;sciences de l'informatique;Privé;M;4
Kairouan;sciences de l'informatique;Libre;F;5
Kairouan;sciences de l'informatique;Libre;M;2
Kairouan;sport;Public;F;43
Kairouan;sport;Public;M;37
Kairouan;sport;Libre;F;1
Kairouan;sport;Libre;M;1
Monastir;lettres;Public;F;125
Monastir;lettres;Public;M;629
Monastir;lettres;Privé;F;17
Monastir;lettres;Privé;M;45
Monastir;lettres;Libre;F;17
Monastir;lettres;Libre;M;43
Monastir;mathématiques;Public;F;230
Monastir;mathématiques;Public;M;269
Monastir;mathématiques;Privé;F;10
Monastir;mathématiques;Privé;M;11
Monastir;mathématiques;Libre;F;5
Monastir;mathématiques;Libre;M;11
Monastir;sciences expérimentales;Public;F;210
Monastir;sciences expérimentales;Public;M;979
Monastir;sciences expérimentales;Privé;F;21
Monastir;sciences expérimentales;Privé;M;54
Monastir;sciences expérimentales;Libre;F;9
Monastir;sciences expérimentales;Libre;M;55
Monastir;économie&gestion;Public;F;603
Monastir;économie&gestion;Public;M;1381
Monastir;économie&gestion;Privé;F;210
Monastir;économie&gestion;Privé;M;204
Monastir;économie&gestion;Libre;F;41
Monastir;économie&gestion;Libre;M;73
Monastir;sciences techniques;Public;F;733
Monastir;sciences techniques;Public;M;602
Monastir;sciences techniques;Privé;F;124
Monastir;sciences techniques;Privé;M;61
Monastir;sciences techniques;Libre;F;22
Monastir;sciences techniques;Libre;M;13
Monastir;sciences de l'informatique;Public;F;272
Monastir;sciences de l'informatique;Public;M;221
Monastir;sciences de l'informatique;Privé;F;16
Monastir;sciences de l'informatique;Privé;M;9
Monastir;sciences de l'informatique;Libre;F;7
Monastir;sciences de l'informatique;Libre;M;5
Monastir;sport;Public;F;66
Monastir;sport;Public;M;60
Sousse;lettres;Public;F;253
Sousse;lettres;Public;M;1035
Sousse;lettres;Privé;F;38
Sousse;lettres;Privé;M;62
Sousse;lettres;Libre;F;22
Sousse;lettres;Libre;M;84
Sousse;mathématiques;Public;F;252
Sousse;mathématiques;Public;M;302
Sousse;mathématiques;Privé;F;22
Sousse;mathématiques;Privé;M;21
Sousse;mathématiques;Libre;F;7
Sousse;mathématiques;Libre;M;11
Sousse;sciences expérimentales;Public;F;220
Sousse;sciences expérimentales;Public;M;1100
Sousse;sciences expérimentales;Privé;F;45
Sousse;sciences expérimentales;Privé;M;118
Sousse;sciences expérimentales;Libre;F;17
Sousse;sciences expérimentales;Libre;M;68
Sousse;économie&gestion;Public;F;680
Sousse;économie&gestion;Public;M;1321
Sousse;économie&gestion;Privé;F;274
Sousse;économie&gestion;Privé;M;218
Sousse;économie&gestion;Libre;F;26
Sousse;économie&gestion;Libre;M;76
Sousse;sciences techniques;Public;F;827
Sousse;sciences techniques;Public;M;568
Sousse;sciences techniques;Privé;F;165
Sousse;sciences techniques;Privé;M;48
Sousse;sciences techniques;Libre;F;31
Sousse;sciences techniques;Libre;M;36
Sousse;sciences de l'informatique;Public;F;232
Sousse;sciences de l'informatique;Public;M;102
Sousse;sciences de l'informatique;Privé;F;19
Sousse;sciences de l'informatique;Privé;M;9
Sousse;sciences de l'informatique;Libre;F;10
Sousse;sciences de l'informatique;Libre;M;4
Sousse;sport;Public;F;79
Sousse;sport;Public;M;59
Nabeul;lettres;Public;F;258
Nabeul;lettres;Public;M;1062
Nabeul;lettres;Privé;F;73
Nabeul;lettres;Privé;M;114
Nabeul;lettres;Libre;F;28
Nabeul;lettres;Libre;M;95
Nabeul;mathématiques;Public;F;219
Nabeul;mathématiques;Public;M;286
Nabeul;mathématiques;Privé;F;29
Nabeul;mathématiques;Privé;M;28
Nabeul;mathématiques;Libre;F;4
Nabeul;mathématiques;Libre;M;13
Nabeul;sciences expérimentales;Public;F;249
Nabeul;sciences expérimentales;Public;M;1174
Nabeul;sciences expérimentales;Privé;F;20
Nabeul;sciences expérimentales;Privé;M;101
Nabeul;sciences expérimentales;Libre;F;17
Nabeul;sciences expérimentales;Libre;M;68
Nabeul;économie&gestion;Public;F;880
Nabeul;économie&gestion;Public;M;1552
Nabeul;économie&gestion;Privé;F;514
Nabeul;économie&gestion;Privé;M;409
Nabeul;économie&gestion;Libre;M;49
Nabeul;économie&gestion;Libre;F;109
Nabeul;sciences techniques;Public;M;625
Nabeul;sciences techniques;Public;F;491
Nabeul;sciences techniques;Privé;M;81
Nabeul;sciences techniques;Privé;F;28
Nabeul;sciences techniques;Libre;M;21
Nabeul;sciences techniques;Libre;F;17
Nabeul;sciences de l'informatique;Public;M;485
Nabeul;sciences de l'informatique;Public;F;405
Nabeul;sciences de l'informatique;Privé;M;95
Nabeul;sciences de l'informatique;Privé;F;43
Nabeul;sciences de l'informatique;Libre;M;11
Nabeul;sciences de l'informatique;Libre;F;12
Nabeul;sport;Public;M;29
Nabeul;sport;Public;F;30
