CRE;SECTION;CANDIDATURE;GENRE;EFFECTIF
Sfax 1;économie&gestion;Libre;M;5
Sfax 1;économie&gestion;Libre;F;2
Sfax 1;sciences techniques;Public;M;405
Sfax 1;sciences techniques;Public;F;169
Sfax 1;sciences techniques;Privé;M;30
Sfax 1;sciences techniques;Privé;F;14
Sfax 1;sciences techniques;Libre;M;3
Sfax 1;sciences techniques;Libre;F;
Sfax 1;sciences de l'informatique;Public;M;108
Sfax 1;sciences de l'informatique;Public;F;50
Sfax 1;sciences de l'informatique;Privé;M;9
Sfax 1;sciences de l'informatique;Privé;F;2
Sfax 1;sciences de l'informatique;Libre;M;
Sfax 1;sciences de l'informatique;Libre;F;
Sfax 1;sport;Public;M;54
Sfax 1;sport;Public;F;51
Sfax 1;sport;Libre;M;
Sfax 1;sport;Libre;F;
Sfax 2;lettres;Public;M;52
Sfax 2;lettres;Public;F;212
Sfax 2;lettres;Privé;M;
Sfax 2;lettres;Privé;F;4
Sfax 2;lettres;Libre;M;
Sfax 2;lettres;Libre;F;3
Sfax 2;mathématiques;Public;M;177
Sfax 2;mathématiques;Public;F;163
Sfax 2;mathématiques;Libre;M;
Sfax 2;mathématiques;Libre;F;2
Sfax 2;sciences expérimentales;Public;M;155
Sfax 2;sciences expérimentales;Public;F;514
Sfax 2;sciences expérimentales;Libre;M;
Sfax 2;sciences expérimentales;Libre;F;
Sfax 2;économie&gestion;Public;M;357
Sfax 2;économie&gestion;Public;F;667
Sfax 2;économie&gestion;Privé;M;6
Sfax 2;économie&gestion;Privé;F;4
Sfax 2;économie&gestion;Libre;M;2
Sfax 2;économie&gestion;Libre;F;5
Sfax 2;sciences techniques;Public;M;315
Sfax 2;sciences techniques;Public;F;122
Sfax 2;sciences techniques;Libre;M;
Sfax 2;sciences techniques;Libre;F;
Sfax 2;sciences de l'informatique;Public;M;75
Sfax 2;sciences de l'informatique;Public;F;30
Sfax 2;sciences de l'informatique;Libre;M;
Sfax 2;sciences de l'informatique;Libre;F;
Mahdia;lettres;Public;M;68
Mahdia;lettres;Public;F;409
Mahdia;lettres;Privé;M;6
Mahdia;lettres;Privé;F;14
Mahdia;lettres;Libre;M;
Mahdia;lettres;Libre;F;6
Mahdia;mathématiques;Public;M;77
Mahdia;mathématiques;Public;F;127
Mahdia;mathématiques;Libre;M;
Mahdia;mathématiques;Libre;F;
Mahdia;sciences expérimentales;Public;M;93
Mahdia;sciences expérimentales;Public;F;361
Mahdia;sciences expérimentales;Libre;M;
Mahdia;sciences expérimentales;Libre;F;1
Mahdia;économie&gestion;Public;M;242
Mahdia;économie&gestion;Public;F;558
Mahdia;économie&gestion;Privé;M;9
Mahdia;économie&gestion;Privé;F;22
Mahdia;économie&gestion;Libre;M;1
Mahdia;économie&gestion;Libre;F;3
Mahdia;sciences techniques;Public;M;236
Mahdia;sciences techniques;Public;F;202
Mahdia;sciences techniques;Privé;M;5
Mahdia;sciences techniques;Privé;F;2
Mahdia;sciences techniques;Libre;M;
Mahdia;sciences techniques;Libre;F;
Mahdia;sciences de l'informatique;Public;M;83
Mahdia;sciences de l'informatique;Public;F;55
Mahdia;sciences de l'informatique;Libre;M;
Mahdia;sciences de l'informatique;Libre;F;
Mahdia;sport;Public;M;19
Mahdia;sport;Public;F;32
Kairouan;lettres;Public;M;63
Kairouan;lettres;Public;F;424
Kairouan;lettres;Privé;M;7
Kairouan;lettres;Privé;F;26
Kairouan;lettres;Libre;M;2
Kairouan;lettres;Libre;F;5
Kairouan;mathématiques;Public;M;73
Kairouan;mathématiques;Public;F;94
Kairouan;mathématiques;Privé;M;22
Kairouan;mathématiques;Privé;F;11
Kairouan;mathématiques;Libre;M;
Kairouan;mathématiques;Libre;F;
Kairouan;sciences expérimentales;Public;M;106
Kairouan;sciences expérimentales;Public;F;431
Kairouan;sciences expérimentales;Privé;M;16
Kairouan;sciences expérimentales;Privé;F;49
Kairouan;sciences expérimentales;Libre;M;
Kairouan;sciences expérimentales;Libre;F;
Kairouan;économie&gestion;Public;M;282
Kairouan;économie&gestion;Public;F;667
Kairouan;économie&gestion;Privé;M;42
Kairouan;économie&gestion;Privé;F;47
Kairouan;économie&gestion;Libre;M;2
Kairouan;économie&gestion;Libre;F;9
Kairouan;sciences techniques;Public;M;230
Kairouan;sciences techniques;Public;F;174
Kairouan;sciences techniques;Privé;M;27
Kairouan;sciences techniques;Privé;F;13
Kairouan;sciences techniques;Libre;M;1
Kairouan;sciences techniques;Libre;F;4
Kairouan;sciences de l'informatique;Public;M;82
Kairouan;sciences de l'informatique;Public;F;53
Kairouan;sciences de l'informatique;Privé;M;12
Kairouan;sciences de l'informatique;Privé;F;3
Kairouan;sciences de l'informatique;Libre;M;
Kairouan;sciences de l'informatique;Libre;F;
Kairouan;sport;Public;M;33
Kairouan;sport;Public;F;28
Kairouan;sport;Libre;M;
Kairouan;sport;Libre;F;
Monastir;lettres;Public;M;66
Monastir;lettres;Public;F;423
Monastir;lettres;Privé;M;5
Monastir;lettres;Privé;F;12
Monastir;lettres;Libre;M;3
Monastir;lettres;Libre;F;3
Monastir;mathématiques;Public;M;220
Monastir;mathématiques;Public;F;237
Monastir;mathématiques;Privé;M;9
Monastir;mathématiques;Privé;F;9
Monastir;mathématiques;Libre;M;
Monastir;mathématiques;Libre;F;1
Monastir;sciences expérimentales;Public;M;144
Monastir;sciences expérimentales;Public;F;628
Monastir;sciences expérimentales;Privé;M;7
Monastir;sciences expérimentales;Privé;F;13
Monastir;sciences expérimentales;Libre;M;
Monastir;sciences expérimentales;Libre;F;
Monastir;économie&gestion;Public;M;371
Monastir;économie&gestion;Public;F;951
Monastir;économie&gestion;Privé;M;44
Monastir;économie&gestion;Privé;F;53
Monastir;économie&gestion;Libre;M;8
Monastir;économie&gestion;Libre;F;6
Monastir;sciences techniques;Public;M;462
Monastir;sciences techniques;Public;F;388
Monastir;sciences techniques;Privé;M;41
Monastir;sciences techniques;Privé;F;19
Monastir;sciences techniques;Libre;M;1
Monastir;sciences techniques;Libre;F;1
Monastir;sciences de l'informatique;Public;M;192
Monastir;sciences de l'informatique;Public;F;136
Monastir;sciences de l'informatique;Privé;M;3
Monastir;sciences de l'informatique;Privé;F;
Monastir;sciences de l'informatique;Libre;M;
Monastir;sciences de l'informatique;Libre;F;
Monastir;sport;Public;M;58
Monastir;sport;Public;F;58
Sousse;lettres;Public;M;135
Sousse;lettres;Public;F;602
Sousse;lettres;Privé;M;2
Sousse;lettres;Privé;F;12
Sousse;lettres;Libre;M;1
Sousse;lettres;Libre;F;6
Sousse;mathématiques;Public;M;231
Sousse;mathématiques;Public;F;256
Sousse;mathématiques;Privé;M;22
Sousse;mathématiques;Privé;F;21
Sousse;mathématiques;Libre;M;
Sousse;mathématiques;Libre;F;
Sousse;sciences expérimentales;Public;M;132
Sousse;sciences expérimentales;Public;F;646
Sousse;sciences expérimentales;Privé;M;22
Sousse;sciences expérimentales;Privé;F;63
Sousse;sciences expérimentales;Libre;M;
Sousse;sciences expérimentales;Libre;F;1
Sousse;économie&gestion;Public;M;495
Sousse;économie&gestion;Public;F;922
Sousse;économie&gestion;Privé;M;65
Sousse;économie&gestion;Privé;F;51
Sousse;économie&gestion;Libre;M;1
Sousse;économie&gestion;Libre;F;2
Sousse;sciences techniques;Public;M;564
Sousse;sciences techniques;Public;F;393
Sousse;sciences techniques;Privé;M;77
Sousse;sciences techniques;Privé;F;24
Sousse;sciences techniques;Libre;M;
Sousse;sciences techniques;Libre;F;
Sousse;sciences de l'informatique;Public;M;174
Sousse;sciences de l'informatique;Public;F;75
Sousse;sciences de l'informatique;Privé;M;4
Sousse;sciences de l'informatique;Privé;F;
Sousse;sciences de l'informatique;Libre;M;
Sousse;sciences de l'informatique;Libre;F;
Sousse;sport;Public;M;74
Sousse;sport;Public;F;52
Nabeul;lettres;Public;M;107
Nabeul;lettres;Public;F;570
Nabeul;lettres;Privé;M;5
Nabeul;lettres;Privé;F;18
Nabeul;lettres;Libre;M;1
Nabeul;lettres;Libre;F;4
Nabeul;mathématiques;Public;M;176
Nabeul;mathématiques;Public;F;240
Nabeul;mathématiques;Privé;M;28
Nabeul;mathématiques;Privé;F;26
Nabeul;mathématiques;Libre;M;
Nabeul;mathématiques;Libre;F;
Nabeul;sciences expérimentales;Public;M;157
Nabeul;sciences expérimentales;Public;F;683
Nabeul;sciences expérimentales;Privé;M;11
Nabeul;sciences expérimentales;Privé;F;53
Nabeul;sciences expérimentales;Libre;M;2
Nabeul;sciences expérimentales;Libre;F;
Nabeul;économie&gestion;Public;M;530
Nabeul;économie&gestion;Public;F;1016
Nabeul;économie&gestion;Privé;M;120
Nabeul;économie&gestion;Privé;F;112
Nabeul;économie&gestion;Libre;M;6
Nabeul;économie&gestion;Libre;F;8
Nabeul;sciences techniques;Public;M;382
Nabeul;sciences techniques;Public;F;285
Nabeul;sciences techniques;Privé;M;32
Nabeul;sciences techniques;Privé;F;11
Nabeul;sciences techniques;Libre;M;
Nabeul;sciences techniques;Libre;F;3
Nabeul;sciences de l'informatique;Public;M;326
Nabeul;sciences de l'informatique;Public;F;257
Nabeul;sciences de l'informatique;Privé;M;29
Nabeul;sciences de l'informatique;Privé;F;8
Nabeul;sciences de l'informatique;Libre;M;
Nabeul;sciences de l'informatique;Libre;F;1
Nabeul;sport;Public;M;25
Nabeul;sport;Public;F;29
